,Name,Category,Style,Star,Date,Rating,ReviewTitle,Review,Sentiment
1957,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Apr-21,5,Beyond my expectation!,"Service, food, ambience and music was great. Not a thing missing. Loved the experience, will visit again soon :)",positive
1958,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Apr-21,5,Great experience,"Had a great experience. Food was good too! Customer Service was good, all staff were friendly and forthcoming.",positive
1959,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Apr-21,5,Great,The food is absolutely amazing. The staff truly cares about our experience. This restaurant has left the best impression. Atmosphere is chill and cool. I recommend to everyone. Highly recommended!,positive
1960,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Mar-21,5,First Time at Hans Im Glück,"Great and reasonably priced food. Good ambience, and friendly staff. We definitely would return again!",positive
1961,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Mar-21,5,One of the best burger in town,Second time visiting the store and this time i brought my friends with me. They totally love the burger and store ambience. Just the cold drink is a bit bland to our liking. It can be more flavourful.,positive
1962,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Mar-21,5,Dinnerlicious 😊,Burger was so delicious with big servings. Well balance fillings and sweet potato was cooked perfectly. Set-Meal has two drinks cold and hot served after meal.,positive
1963,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Mar-21,5,Superb,"Staff was friendly and helpful, ambience was great, and most importantly, the food surpassed our expectations. Highly recommended.",positive
1964,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Feb-21,4,Nice atmosphere,"The food to me was only good, not that fantastic, The atmosphere was very nice although is it beside international building",positive
1965,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Feb-21,4,Good food!,"Food is really good and not too expensive, however the noise level is a bit high in the enclosed area at the back",positive
1966,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Feb-21,5,Great Food and access,Nice Burgers specially the Vegetation ones... Loved the Mango fusion with Beer.... Loved it...First Vivo City and then Orchard Road... Seemless booking and an easy Sunday meal,positive
1967,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Jan-21,5,Nice ambience,The serving of food is quite big for me. Value for money set meal. Nice ambience to hangout with friends.,positive
1968,GRETL German Burger Grill,Eatery,"['Restaurants', 'Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",4.0,Jan-21,5,Great food w/ awesome service,It was my first time visiting this restaurant but I have been planning for quite some time. Nice cozy place to enjoy the yummy foods. Service was great as well. The staffs were friendly and attentive. I’ll definitely come back again! Kudos to the staffs,positive
1969,Guccio Ristorante,Eatery,['Restaurants'],4.5,Mar-23,5,An absolutely must try dining experience,"Easily one of the best dining experiences I’ve had recently. Muted, classy decor. Attentive and professional service. Fantastic food. And reasonably priced. I’m going there again tomorrow!",positive
1970,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jan-23,3,Food was delish but ambience was unbearable,The food was great but unfortunately that evening’s ambience was horrendous. A large 8 pax group’s noise level was unacceptable and most customers can’t have a decent conversation w/o shouting at each other.,negative
1971,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jun-22,5,Wonderful evening,Wonderful food and service. We had the degustation menu and each course was beautifully presented and tasted brilliant. Service was friendly and top notch.,positive
1972,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jun-22,5,Great food and service,The restaurant’s interior was truly Italian in modern and sophisticated way. The service was formal and friendly. We ordered the Octopus and it was perfectly prepared. We also had the tiramisu for dessert which we can recommend.,positive
1973,Guccio Ristorante,Eatery,['Restaurants'],4.5,Dec-21,5,"Impressive Italian fine dinning, value for money","I’m impressed by the food. Macro is a great chef, took Italian food to a different level. Hope to see you receive your Michelin rank soon! I'll come back again. Strongly recommended! - Vicky",positive
1974,Guccio Ristorante,Eatery,['Restaurants'],4.5,Oct-21,5,Fancy and homey Italian food,"Love the food, ambiance and service. If you are heading down, don’t miss to try the Foie Gras, Lobster Bisque and Squid Ink Pasta 😋😋😋",positive
1975,Guccio Ristorante,Eatery,['Restaurants'],4.5,Oct-21,5,Lovely experience,"Food was excellent, service excellent, not over priced too which is great. Really enjoyed the evening",positive
1976,Guccio Ristorante,Eatery,['Restaurants'],4.5,Sep-21,5,One of the most refine Italian food on our sunny island.,Antipastis are fresh and refreshing. Mains weee fabulous. And most vital the service from Ian was perfect. It made our dinner very enjoyable,positive
1977,Guccio Ristorante,Eatery,['Restaurants'],4.5,Apr-21,5,Excellent Italian food,"They have a great spread and very authentic taste. We tried the lasagne, aglio olio and roast chicken. All the dishes had delicate flavours and authentic taste of the herbs and olive oil used. We thoroughly enjoyed and will definitely go back to them.",positive
1978,Guccio Ristorante,Eatery,['Restaurants'],4.5,Feb-21,5,Great service!,Stafff was really attentive!! Bread served was warm and really good!! Every dish was good except the lamb.. was over done!,positive
1979,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jan-21,4,Always a good place to lunch and dinner,Always a nice place to have lunch with quality ingredients and tasts. Service is very good and friendly.,positive
1980,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jan-21,4,Excellent pastas,The crab linguine and seafood risotto were amazing! Desserts were abit of a letdown though. Definitely worth a visit!,positive
1981,Guccio Ristorante,Eatery,['Restaurants'],4.5,Sep-20,5,Best Italian/Sicilian Restaurant in Singapore?,Chef Marco attributes learnt his cooking from his mother whose picture graces the wall. She must have been remarkable. Every dish is prepared with love and tastes of perfection. There is a good wine list but the house wine is also very acceptable.,positive
1982,Guccio Ristorante,Eatery,['Restaurants'],4.5,Aug-20,5,Great Italian food and family friendly,"We went there for my daughter's birthday. Wonderful food, and friendly staff. Tasteful food presentation and restaurant ambience.",positive
1983,Guccio Ristorante,Eatery,['Restaurants'],4.5,Apr-20,5,Home delivery ... the new reality,"If you plan to order for home delivery don’t be too stingy with arancini and meatballs, your soul will say thank you",negative
1984,Guccio Ristorante,Eatery,['Restaurants'],4.5,Feb-20,5,An amazing place!!!,"Well designed place with a highly motivated team providing a complete package of atmosphere, quality food, and good service.",positive
1985,Guccio Ristorante,Eatery,['Restaurants'],4.5,Dec-19,5,Awesome Tiramisu,"My partner had the tiramisu by Chef Marco. One of the best tiramisu's i have tasted, and alcohol free for people conscious of that 👍",positive
1986,Guccio Ristorante,Eatery,['Restaurants'],4.5,Nov-19,5,"Wonderful food, the taste","Wonderful food, the taste was awesome. The chef and other staff treat us very well. This restaurant fine hdininsosomesomethingspecial the way the",positive
1987,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jul-19,5,Top place,"Everything is good here. Service is good without being intrusive. Menu has enough variety, but not too long. This is a favourite now of ours",positive
1988,Guccio Ristorante,Eatery,['Restaurants'],4.5,Jun-19,4,Nice restaurant,"Atmosphere and service were great. Staffs were friendly, attentive and engaging. Overall food quality and presentation were good, but nothing out of the ordinary. Still worth a visit !",positive
1989,Guccio Ristorante,Eatery,['Restaurants'],4.5,May-19,5,Great Restaurant!,Good food. Excellent service! Atmosphere was nice! The Duck Ragout is highly recommended! Would definitely be back!,positive
1990,Guccio Ristorante,Eatery,['Restaurants'],4.5,May-19,5,Excellent dinner,"Last Saturday we decided to go out for dinner at the very last minute and decided to try this new restaurant. Excellent choice. This place serves authentic Italian food. Great ingredients, lovely combinations and perfect presentation. We will be back next week!",positive
1991,Guccio Ristorante,Eatery,['Restaurants'],4.5,Feb-19,5,Italian but not only,"Nice atmosphere, soft and relaxing. Professional service, taking care of all details. Amazing food, a delicious combination between Italian and exotic flavors. Extremely interesting.",positive
1992,Guccio Ristorante,Eatery,['Restaurants'],4.5,Feb-19,5,Great food in beautiful restaurant,"Delicious food in a tastefully decorated restaurant that gives a delightful dining experience. Highly recommended for the culinary quality, classy ambience, and great value for money!",positive
1993,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Aug-22,5,Top-notch restaurant,"Top rated restaurant. Very organized and efficient. Personalized experience, service crew attentive. Food of good quality.",positive
1994,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Dec-19,4,Good atmosphere and service,Great place for celebration. Great atmosphere and service. Be prepared to wait for quite a while as there are many people at any point of time queueing for the foods. Like that you can actually mixed ingredients to create your own sauces.,positive
1995,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Sep-19,4,Service was really good but found bugs in the ice cream,"I really loved the food and service. With a happy stomach after I walked out and took one strawberry ice cream away. Then after I had a few bites of the ice cream, I found a black bug inside...",positive
1996,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Jul-19,5,Great food and service,The service here is another level. Staff are really attentive and courteous. Food here is great too! ABSOLUTELY love the spicy broth and la mian,positive
1997,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Jun-19,3,The service,"Food was standard, but the service could get Abit annoying at times after we said we know what to do. Told me got ice cream, but came back and brought back popcorn as an apology.",positive
1998,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,May-19,5,Mr tsang keng swee,Fantastic service & food are fresh. Varieties of sauces to Choose from. Even though has to Q for hours but they keep u occupied-for u to find out .... Thumb up,positive
1999,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Mar-19,5,Best service i had so far,First time i had steamboat in Singapore . This place blow my mind with the excellent service and food quality they serve,positive
2000,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Jan-19,5,Topnotch restaurant,Hai di lao never fails to impress with their excellent customer service as well as their delicious food! Be sure to go earlier if you do not want to queue!,positive
2001,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Oct-18,4,Fresh food for hotpot,My family went to the IMM branch to celebrate my brother’s birthday. The meat and seafood were fantastic. Service was excellent.,positive
2002,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Aug-18,5,A place must visit when you're in Singapore,"All the soup base is good and I would recommend to have Tomata , Chicken, Mala and Suan Chai soup base. All the ingredients here is fresh. Snacks is free of charges. Greats service and good attituded. At least come twice a month.",positive
2003,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Jun-18,5,Great experience,"Went and what an experience, the service was fantastic. The food was great, will definitely return when in singapore next. A must try. A truly fabulous dining experience.",positive
2004,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Apr-18,5,Awesome food and services,The food were so gooooood! & the hygiene is way above the normal standards. Must try the SCRIMHWA and the fishballs with roe! Dont forget to do a express manicure if you are not rushing for time! You will not regret!,positive
2005,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Mar-18,5,felt like i was back in china,"the hotpot tasted as good as in chengdu, the noodle art was same, the sauces were same, the only difference from china was the service and the cleanliness. with free manicure and snacks before hotpot who would mind waiting.",positive
2006,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Aug-17,4,first visit,"Great experience, atmosphere and service. Good entertainment too with noodle throwing waiters and a mandarin character so very different night out. Food was excellent with a great range and fun cooking for yourselves.",positive
2007,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Sep-17,4,Great food and good fun....,"Had dinner here with the local team when in SG recently. In short, the place is a must. Great food, great atmosphere and good service. A wonderful selection of food for all tastes (inc vego's). The best I've been too in years.",positive
2008,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Jun-17,4,Excellent Service at HDL Vivo,"Food is fresh but abit pricey. Avoid to go there on Friday for dinner, need to wait very long. Overall excellent service and nice seaview.",positive
2009,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Feb-17,4,Good food but long wsiting time,Food is very good. But waiting time is far too long. We waited 2.5 hours. Think time management for this place is very bad. Food is also quite expensive. Drinks and chilly is extra charge.,negative
2010,Haidilao Hot Pot,Eatery,"['Restaurants', 'Vegetarian Friendly']",4.5,Dec-16,5,"Warm Service, Good Quality Hotpot Experience",Had a great lunch with colleagues at Hai Di Lao. Very warm and attentive service from the moment you entered the restaurant. Extensive range of good quality ingredients for the hotpot. Delicious soup base selection as well. Piping hot and great for a cold day.,positive
2011,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Mar-20,5,We were lucky to get a table,"We were lucky to get a table right away, sometimes waiting time is up to 2 hours ! But its worth it! Great experience with unique dishes like squid dumplings! Professional staff, very great dining.",positive
2012,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Mar-20,4,Good service and food,Been here for quite a few times and it is still our first choice for hotpot. Service and food deliver are consistently good.,positive
2013,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Dec-19,5,Service Excellent Always,Love The Service Always! Thank you Ms 林小燕 at Paya Lebar Square Outlet for the wonderful service ! Like all the crews! Keep it up!,positive
2014,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Aug-19,4,Good experienced,"Food's good, all fresh and tasty. Staffs were all helpful and friendly. Will recommend this place to my friends.",positive
2015,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Aug-19,4,Great staff plus service,Great service. Food is fresh and alot of choices including dessert. Only set back is the waiting time minimun 1 to 2 hrs. If only they can accept phone booking after 5pm,positive
2016,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Mar-19,3,Great service,Service is great as expected of HDL staff. Food is good too! Waiting time to enter the restaurant is extremely long though.,positive
2017,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Mar-19,5,Service is excellent; Food is Tasty,"Service is excellent; Food is Tasty but it does not comes cheap. If you are celebrating your birthday here, do inform them in advance. They will setup something special for you.",positive
2018,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,May-19,4,Great service!,Visited the restaurant in China but this was the first time in Singapore. Family were happy with the food and prompt service. Kids love the live noodle show! Will come again!,positive
2019,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Apr-19,5,So good hotpot,Great hot pot resto. Suggests to book ahead as it gets crazy packed in here everyday. Service is top notch and all staffs are attentive anf accomodating. Try their laksa base soup.,positive
2020,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Feb-19,5,Awesome service and food!!!,Super love the service rendered by the staffs always... Food is very fresh and soup is awesome too!! Love it..,positive
2021,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Feb-19,5,Great Service,I celebrate my nephew birthday here and the foods and service were very good. The staff sang birthday song,positive
2022,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Dec-18,4,great service,in general the people there were really helpful and the food was good too. worth a try if your wallet feels happy!,positive
2023,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Dec-18,5,Good hot pot and exceptional service,"Haidilao is known for its customer service and this one is no different. It's my kids favorite restaurant because they get to watch noodle dances, and pick out ice creams after meal. Certain times they also have ""face-change"" performance that kids love to watch.",positive
2024,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Nov-18,4,Good service,"The restaurant has a good marketing strategy. They are giving aprons, eyeglasses cleaner, ziplock for cellphones and many more. I think they also offer nail spa or foot spa while waiting. In terms of food, hot pot is ok. With fresh dumplings and fishballs etc.",positive
2025,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Jul-18,5,Yummylicious Steamboat,It always never fails to impress my guests. There would always be an element of surprise and content in my guests' face after each meal with this restaurant. Will keep going once a month! :),positive
2026,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Jun-18,5,Best hotpot,Service was amazing starting from the moment you sit down and wait for your table Their food are amazinggggfff love their salted vege soup and mala soup !,positive
2027,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Jun-18,5,Feel like a big roller,"Superb service and food! Each table will get its server and they are very attentive, making sure you are happy! Food is equally good! Chicken soup and tomato soup are damn good! Highly recommened",positive
2028,Haidilao Hot Pot,Eatery,['Restaurants'],4.5,Mar-18,4,Attentive staff and quick service,"During the whole dinner, we need not have to ask for refill, etc., the service staff is very attentive and prompt in their service. The price can be on the higher side but you get the excellent service and fresh food.",negative
2029,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jun-22,5,Impressive Omakase experience ⭐️⭐️⭐️⭐️🌟,"Chef Gary serves the impressive quality omakase in Singapore. The service staff are very professional, gave plenty of attention. 5 stars for the food, service, environment. It was a really pleasant experience and will surely come back again! Definitely worth trying",positive
2030,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-20,5,Highly Recommended Japanese Food,"Sushi taste very fresh. I order Omakase quite often, the food prepared by the Chef are all my favorite. The service is good, chef and the staff are very friendly to us, chit chat with us! enjoy the moment.",positive
2031,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Feb-19,5,Omakase dinner,Was treated to a sushi type omakase dinner at Hakumai. Expertly made by chef Gary. Nice presentation and fresh ingredients.,positive
2032,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jan-19,5,Great value for deli food,Both the Quantity and quality have met my satisfaction! Better than any of the Michelin starred restaurants I have eaten in Singapore ...Will visit again with my friends again. Huge slab of fish on top of the rice....Bang for your buck.,positive
2033,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-18,5,"Good Food, Good People","Had a pleasant lunch here. Welcomed by everyone including the chefs with smiles. The staff accommodated to our request to speed up serving as we had a business meeting to attend. Delicious food, too. Thank you!",positive
2034,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Aug-18,5,Omakase lunch,"Another sumptuous meal specially prepared by chef Gary, with great attention to details. I love the mouthwatering Uni rice especially and the super generous sushi. Thank you Gary;)",positive
2035,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jul-18,5,Omakase,Put down whatever you are doing and make a reservation here right now. It will be the best decision in 2018.,positive
2036,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jul-18,5,Celebratory dinner with colleagues.,Awesome meal and night spent! The dishes were perfectly executed and the chef was friendly. A great place to have dinner.,positive
2037,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jul-18,4,Bustling little experimental sushi bar,"I enjoyed my dinner here, however I feel that the menu was overly complex and thus do not feel I ordered that well. Sushi and sashmi was good, cooked meat dishes where average.",positive
2038,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jun-18,5,Fantastic quality. Live up to expectations,"We tried the regular sushi bento and order a couple of specialty. The beef with goose liver was very nice. The sushi is very fresh, served at the right temp and the presentation is excellent.",positive
2039,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-17,5,Loved it,"Fantastic food and very friendly service . Really really really Good. Seriously, it was ones of their best",positive
2040,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jun-17,5,Superb quality!,The Omakase course was fantastic! Each dish is served only after you're done with the current one. Ambience is decent and the staff are quite friendly and attentive. The restaurant has limited seats so it's best to call and book in advance.,positive
2041,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,May-17,4,Good Japanese food,"I love Japanese food, I travel to Japan often, this place serve good quality Japanese cuisine. Staff are friendly. I enjoy my dinner there. Will visit again whenever I got a chance.",positive
2042,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,May-17,4,Very Authentic Japanese Food,"I went to this Japanese restaurant because I keen to eat Omakase and celebrate my birthday. I ordered Sushi Omakase, the food was awesome. The sushi literally melt in your mount. Definitely recommended!",positive
2043,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Dec-16,4,Very good Japanese food,Food was good but restaurant is a bit small and cramp. Prices was slightly high but the quality of food was really good. Need to book as restaurant gets crowded during lunch hour. One of the good Japanese restaurants in the Tanjong Pagar area.,positive
2044,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Feb-17,4,Excellent Omakase in Singapore but quite expensive,The experience in this exclusive Omakase restaurant was very good. Food was very fresh and some creative innovative dishes from Chef Gary was worth savouring.,positive
2045,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Feb-17,4,Quality omakase,"Not the cheapest sushi place in town, but one of the best we have tried. Very high quality in fish and the experience was very relaxed and honest. Highly recommended",positive
2046,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Aug-16,5,Good for appreciation meals,Well taken care by Gary! remarkable experience! The foods were chosen with utmost interest and are innovative. Love the whole experience!,positive
2047,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jun-16,5,Another satisfying Omakase at Hakumai,Although I haven't been able to visit as often as I would like. The consistency value and quality of Hakumai's Omakase always never fail to disappoint. My BFF and I absolutely love it. A must visit if you enjoy a well executed Omakase.,positive
2048,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Jun-16,5,"Value, quality and quantity",Best Japanese restaurant you can find in Singapore. Been here a few times and this is definitely a much better choice as compared with Shinji or Hashida. Chef Gary will make you feel welcome whenever you are here for his specialty omakase meal!,positive
2049,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Dec-15,5,Excellent food!,"I have been to Hakumai a few times and Chef Gary has never disappointed us with his high standards. Food is always finely prepared & delicious, leaves you wanting to go back for more!",positive
2050,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-15,5,Great value Omakase!!,Very good value omakase served up by Head chef Gary.... Would recommend anyone to try it!! Try their signature Botan Ebi With Foie Gras Sushi!,positive
2051,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-15,5,Best omakase with reasonable price in town,"This restaurant is the best omakase I've tried with reasonable price. I have been patronizing the restaurant at least once a month. Chef Gary is very humorous, he will ensure your dinner is well entertained.",positive
2052,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Nov-15,4,Reasonable good quality Japanese,Lunch with a business associate. Pretty tight space but food quality was good and the servers were pleasant. Pretty crowded with the lunch time crowd. Sashimi highly recommended. Fresh and reasonably priced.,positive
2053,Hakumai Sushi and Omakase,Eatery,['Restaurants'],4.5,Oct-15,5,Awesome and reasonably priced,"Fresh and exquisite sashimi range, creative combinations made from the heart. Comfortable setting with a jovial master like Gary made the dinner all the more lovely. Awesome!",positive
2054,Handle Bar,Eatery,['Restaurants'],4.0,Mar-23,5,Nice place to have the after-work drink with colleagues.,The atmosphere is very chill. Nice to have a nice with colleagues after work. It’s also dog friendly. Food is decent. Love the meat platter.,positive
2055,Handle Bar,Eatery,['Restaurants'],4.0,Oct-22,2,Main dish arrived 40min after ordering,ordered 2 main and 1 side. one of the main arrived 40 min after ordering with any apology. we will not go again.,negative
2056,Handle Bar,Eatery,['Restaurants'],4.0,Oct-22,5,Sunday Lunch Special,"After a walk at Henderson Wave and Tree Top walk on a Sunday, we walked to Handle Bar at Gillman Barracks for their lunch! It’s a hidden jewel. Love their lunch specials from just 15++. Family and kids friendly.",positive
2057,Handle Bar,Eatery,['Restaurants'],4.0,Sep-22,2,Dinner disappointing,It took a long time for the double cheeseburger I ordered to be served. And the Center of the beef patty was cold…. Fries were good but doesn’t salvage a cold dinner main..,negative
2058,Handle Bar,Eatery,['Restaurants'],4.0,Aug-22,4,Fun Friday night,"Third time at this place and I love the vibe, service and food. Drinks / shots are great too but some cocktails could be improved",positive
2059,Handle Bar,Eatery,['Restaurants'],4.0,Aug-22,5,Food and service,"Food is great, awesome wings, great pizza and low price for Singapore, hamburgers are also very good nice and thick and cooked to your liking, service can be improved as often have to wait but the staff is friendly especially the speedy waitress",positive
2060,Handle Bar,Eatery,['Restaurants'],4.0,Aug-22,4,-,"foods were flavorful, portions were huge for majority of the dishes, recommend the beef stew & pork ribs",positive
2061,Handle Bar,Eatery,['Restaurants'],4.0,Jul-22,5,Awesome place for gatherings,We had an awesome time with great conversations and equally great food. Coupled with friendly and comical hostess,positive
2062,Handle Bar,Eatery,['Restaurants'],4.0,Jun-22,4,wonderful experience,have been going to this place over and over again.Love the alfresco dining and drinking atmosphere. staff is always very friendly and the place is cool.Good food specially the Spicy chicken wings,positive
2063,Handle Bar,Eatery,['Restaurants'],4.0,May-22,4,Nice place to chill,Enjoy the food and service there. Sttafs are attentive and swift in thier service and our call. However some corners are bit warm due to hot weather that night.,positive
2064,Handle Bar,Eatery,['Restaurants'],4.0,Feb-22,5,casual and relaxed,great service and good food with favourite Guinness stout. relaxing indoor or outdoor seating. free parking,positive
2065,Handle Bar,Eatery,['Restaurants'],4.0,Feb-22,5,Nice ambience and food,Very good for chilling with friends or couple..and service is very good with very attentive staffs service in double quick time. Food is nice too.,positive
2066,Handle Bar,Eatery,['Restaurants'],4.0,Sep-21,4,Family Dinner,"The food is always good, and the atmosphere, superb. Service could have been faster although it was a Saturday evening.",positive
2067,Handle Bar,Eatery,['Restaurants'],4.0,Sep-21,5,Excellent food and drinks,Nachos and Broccoli fritters were great but the highlights were the sausage platter n Pepperoni Pizza. Perfect with Guinness on the tap. It was full house on a Saturday night so service understandably took bit longer but will definitely come back for another great meal.,positive
2068,Handle Bar,Eatery,['Restaurants'],4.0,Aug-21,4,Cool place . Normally good food.,"Cool place . Normally very good food. Avoid the cheese burgers though 😬. Else , nice beer garden feeling. Staff super friendly, attentive and efficient . Highly recommended in general",positive
2069,Handle Bar,Eatery,['Restaurants'],4.0,Apr-21,4,Late lunch,"Good food, nice location and nice cold beer. Dropped in for a late lunch was not disappointed. Good place to chill out.",negative
2070,Handle Bar,Eatery,['Restaurants'],4.0,Mar-21,4,Nice bike place to chill out,"Nice place to chill out. Pretty ok personnel. Two kind of beers, dark and lager. Spicy chicken wings, not so special pizza and lovely sausage platter. One point off as too little personnel = slow service.",negative
2071,Handle Bar,Eatery,['Restaurants'],4.0,Feb-21,5,Friday 19/2,"great service, great food - might need a few more staff on fridays as peak time was difficult to get service.",positive
2072,Handle Bar,Eatery,['Restaurants'],4.0,Nov-20,5,"Great Atmosphere, Food, and Beverages","Laid back wide open sitting area, good selection of bottled beer, and delicious food. Very relaxed and enjoyable.",positive
2073,Handle Bar,Eatery,['Restaurants'],4.0,Oct-20,5,Great place to chill with good company..,"If u are looking for a place to chill from the hustle and bustle of busy city..this is the place.. Tucked away in Guillman barracks.. its a biker place but great atmosphere, great service and food. Portions and worth the money . Much recommended..",positive
2074,Handle Bar,Eatery,['Restaurants'],4.0,Jan-20,4,Special location and ambience,After watching a concert at Sentosa my group of friends were looking for a place for late night drink. Found handle bar which opens late. Nice quite (remote) corner for a drink. Interesting deco on the theme of handle.,positive
2075,Handle Bar,Eatery,['Restaurants'],4.0,Dec-19,5,Always a good time!,"Never fails to entertain me.... and so very different to anything else out there!! The food, the service and the atmosphere are always top notch!!",negative
2076,Handle Bar,Eatery,['Restaurants'],4.0,Oct-19,5,Awesome Theme Bar,The food is affordably priced and pretty good quality. Love the motorcycle theme. They even had a petrol powered blender for their magaritas!,positive
2077,Handle Bar,Eatery,['Restaurants'],4.0,Sep-19,1,Not worth your time,"Average taste with a minimum amount of food. Ordered ribs, besides the very small rib, i was not told some kind of potatoes was extra. The service was not the best either.",positive
